book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,edu_score,fiction_score,offscope_score
1224,771,8049273,907243,75,375708111,9780375708110.0,Brian Greene,1999.0,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",en-US,4.06,32626,69530,1563,1482,2773,12304,26557,26414,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4103,682,0.0
1234,67920,67920,2912372,36,446359408,9780446359400.0,Flora Rheta Schreiber,1973.0,Sybil,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,en-US,3.99,72493,73855,1271,1086,3345,16767,26328,26329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1941,1437,707.0
1235,55030,55030,3237312,93,375508325,9780375508320.0,Carl Sagan,1980.0,Cosmos,Cosmos,eng,4.35,76440,81022,1833,1403,2044,8926,22885,45764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6220,2536,0.0
1269,16213,16213,909325,67,385495226,9780385495230.0,Richard   Preston,1994.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1,72207,76615,3904,865,2675,14163,29413,29499,https://images.gr-assets.com/books/1413747743m/16213.jpg,https://images.gr-assets.com/books/1413747743s/16213.jpg,4011,3350,0.0
1272,8600,8600,854886,38,1592402038,9781592402040.0,Lynne Truss,2003.0,"Eats, Shoots and Leaves","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US,3.86,79117,84132,4230,1519,5028,21237,32009,24339,https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg,4513,4454,687.0
1294,43369,43369,3442838,83,446579807,9780446579800.0,Christopher Hitchens,2007.0,God is Not Great: How Religion Poisons Everything,god is Not Great: How Religion Poisons Everything,eng,3.96,64347,69948,3989,2982,3856,12657,24274,26179,https://images.gr-assets.com/books/1411218313m/43369.jpg,https://images.gr-assets.com/books/1411218313s/43369.jpg,2728,2265,1467.0
1303,347852,347852,2747475,94,671250671,9780671250680.0,M. Scott Peck,1978.0,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth","The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,4.03,61238,66741,1689,1319,3294,13426,22757,25945,https://images.gr-assets.com/books/1322673263m/347852.jpg,https://images.gr-assets.com/books/1322673263s/347852.jpg,2238,747,530.0
1307,10600242,10600242,15507935,56,91940737,9780091940740.0,Caitlin Moran,2011.0,How to Be a Woman,How to Be a Woman,eng,3.73,70446,79028,7362,3890,7041,18498,26706,22893,https://images.gr-assets.com/books/1405909800m/10600242.jpg,https://images.gr-assets.com/books/1405909800s/10600242.jpg,3460,3460,2934.0
1314,22463,22463,481941,1004,785819118,9780785819110.0,Charles Darwin,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species,eng,3.97,64162,74056,1729,2513,4297,15150,22868,29228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5963,2554,20.0
1344,6516450,6516450,6708278,61,316078573,9780316078570.0,Malcolm Gladwell,2009.0,What the Dog Saw and Other Adventures,What the Dog Saw and Other Adventures,eng,3.82,65277,70618,3896,1117,4118,19088,28218,18077,https://images.gr-assets.com/books/1344263875m/6516450.jpg,https://images.gr-assets.com/books/1344263875s/6516450.jpg,3754,2630,0.0
1349,817791,817791,808779,35,393330478,9780393330470.0,Michael   Lewis,2006.0,The Blind Side: Evolution of a Game,The Blind Side: Evolution of a Game,eng,4.16,37792,65619,3368,1235,2171,10263,22861,29089,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1121,1109,1096.0
1371,1713426,1713426,3074803,85,006135323X,9780061353240.0,Dan Ariely,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Predictably Irrational: The Hidden Forces That Shape Our Decisions,en-US,4.1,61496,67993,3748,820,2378,11522,27465,25808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5037,1492,0.0
1384,38210,38210,1651617,94,1573221112,9781573221120.0,"Dalai Lama XIV, Howard C. Cutler",1998.0,The Art of Happiness: A Handbook for Living,The Art of Happiness,eng,4.14,61498,64415,1811,895,2240,11259,22402,27619,https://images.gr-assets.com/books/1309287434m/38210.jpg,https://images.gr-assets.com/books/1309287434s/38210.jpg,1092,357,633.0
1392,599,599,929649,16,743236017,9780743236010.0,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548,57867,3344,1756,4741,14755,21605,15010,https://images.gr-assets.com/books/1380742001m/599.jpg,https://images.gr-assets.com/books/1380742001s/599.jpg,1873,1859,599.0
1401,615570,615570,2210934,72,1585421464,9781585421470.0,Julia Cameron,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,66049,68129,1778,4362,4667,12282,19762,27056,https://images.gr-assets.com/books/1440952332m/615570.jpg,https://images.gr-assets.com/books/1440952332s/615570.jpg,1785,1129,259.0
1415,10127019,10127019,15024842,47,307887898,9780307887890.0,Eric Ries,2011.0,The Lean Startup‎,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,en-US,4.04,86284,90657,1854,2814,4154,15708,31854,36127,https://images.gr-assets.com/books/1333576876m/10127019.jpg,https://images.gr-assets.com/books/1333576876s/10127019.jpg,4238,548,0.0
1420,767171,767171,1437584,1,671728687,9780671728690.0,William L. Shirer,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15,64391,68004,1943,1201,2344,11463,23137,29859,https://images.gr-assets.com/books/1331223772m/767171.jpg,https://images.gr-assets.com/books/1331223772s/767171.jpg,1604,1594,53.0
1432,30474,30474,2205479,983,140447571,9780140447580.0,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,Manifest der Kommunistischen Partei,The Communist Manifesto,eng,3.51,56464,70077,2910,3561,8413,22295,20537,15271,https://images.gr-assets.com/books/1420003664m/30474.jpg,https://images.gr-assets.com/books/1420003664s/30474.jpg,5630,2563,21.0
1446,6486483,6486483,6677843,28,974320625,9780974320620.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003.0,Emotional Intelligence 2.0,Emotional Intelligence 2.0,,3.81,53384,54382,649,2234,3927,13314,17439,17468,https://images.gr-assets.com/books/1328765863m/6486483.jpg,https://images.gr-assets.com/books/1328765863s/6486483.jpg,2219,566,0.0
1495,87640,87640,84604,7,60899190,9780060899200.0,Frank Warren,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),,4.01,58841,59379,1061,2911,3039,10287,17389,25753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,509,468,179.0
1507,1134122,1134122,1121350,116,1416560610,9781416560620.0,Norman Vincent Peale,1952.0,The Power of Positive Thinking,The Power of Positive Thinking,eng,4.08,52704,54516,838,1265,2426,10192,17315,23318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1172,296,115.0
1516,242472,242472,2157806,103,1400063515,9781400063510.0,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,58766,3368,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5315,1888,0.0
1524,27161156,27161156,47200486,30,62300547,9780062300550.0,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737,105770,13146,1429,4680,21299,44927,33435,https://images.gr-assets.com/books/1463569814m/27161156.jpg,https://images.gr-assets.com/books/1463569814s/27161156.jpg,3899,3800,3184.0
1527,21413662,21413662,40714465,59,544272994,9780544273000.0,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,71829,5437,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg,https://images.gr-assets.com/books/1451351509s/21413662.jpg,6916,4397,1144.0
1577,20696006,20696006,40015533,62,805095152,9780805095160.0,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,65567,8698,982,1507,5579,19732,37767,https://images.gr-assets.com/books/1408324949m/20696006.jpg,https://images.gr-assets.com/books/1408324949s/20696006.jpg,4284,3365,153.0
1601,26329,26329,587647,146,055380491X,9780553804910.0,Daniel Goleman,1995.0,Emotional Intelligence,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,47661,53141,1546,972,2454,11475,19883,18357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1594,394,50.0
1621,6452796,6452796,6643001,63,1594488843,9781594488850.0,Daniel H. Pink,2008.0,Drive: The Surprising Truth About What Motivates Us,Drive: The Surprising Truth About What Motivates Us,,3.95,55889,59900,3120,1364,2883,12674,23552,19427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5191,1699,17.0
1624,298275,298275,1319935,187,811201880,9780811201890.0,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg,1585,1543,17.0
1672,10235,10235,1639628,42,812973011,9780812973010.0,Tracy Kidder,2003.0,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",eng,4.21,53019,55178,4220,674,1808,8174,19341,25181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2035,1948,857.0
1683,1171,7865083,855103,44,140143459,9780140143450.0,Michael   Lewis,1989.0,Liar's Poker: Rising Through the Wreckage on Wall Street,Liar's Poker,en-US,4.16,22315,53700,1678,458,1513,8684,21374,21671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1167,396,173.0
1684,1052,1052,5265,187,451205367,9780451205360.0,George S. Clason,1926.0,,The Richest Man in Babylon,eng,4.23,50206,55675,2524,734,2052,8411,17013,27465,https://images.gr-assets.com/books/1348336780m/1052.jpg,https://images.gr-assets.com/books/1348336780s/1052.jpg,2165,491,10.0
1692,10412,10412,822184,62,141694740X,9781416947400.0,"Greg Behrendt, Liz Tuccillo",2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,49015,55865,3216,2597,6009,15398,16040,15821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1548,1140,177.0
1705,28815,28815,29303,114,006124189X,9780061241900.0,Robert B. Cialdini,1984.0,Influence: The Psychology of Persuasion,Influence: The Psychology of Persuasion,eng,4.18,45874,52797,1980,876,2004,8199,17516,24202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2043,615,0.0
1710,7507825,7507825,7800569,80,767919386,9780767919390.0,Bill Bryson,2010.0,At Home: A Short History of Private Life,At Home: A Short History of Private Life,eng,3.96,55296,61053,5259,995,2954,13153,24324,19627,https://images.gr-assets.com/books/1372727082m/7507825.jpg,https://images.gr-assets.com/books/1372727082s/7507825.jpg,3624,3511,376.0
1734,139069,139069,900140,75,078670621X,9780786706210.0,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,Endurance: Shackleton's Incredible Voyage,eng,4.36,50142,54026,3459,457,979,5939,18166,28485,https://images.gr-assets.com/books/1391329559m/139069.jpg,https://images.gr-assets.com/books/1391329559s/139069.jpg,1741,1681,543.0
1750,4866,4866,41052,175,671035975,9780671035980.0,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,en-GB,4.08,46797,51418,1325,1239,2243,9509,16637,21790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1612,496,0.0
1761,6346975,6346975,6533383,63,159420229X,9781594202290.0,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,3.85,48816,53638,4129,1176,3035,13125,21575,14727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3777,1939,328.0
1777,187633,187633,181353,15,961454733,9780961454740.0,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,eng,3.67,47688,48226,742,4838,4278,10025,11923,17162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,584,420,0.0
1851,7170627,7170627,7580942,58,1439107955,9781439107960.0,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,The Emperor of All Maladies: A Biography of Cancer,eng,4.29,48117,53649,4907,749,1435,6492,18009,26964,https://images.gr-assets.com/books/1280771091m/7170627.jpg,https://images.gr-assets.com/books/1280771091s/7170627.jpg,5284,3531,145.0
1855,773038,773038,822128,66,1878424114,9781878424110.0,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,en-US,4.07,41427,42963,933,937,2052,8085,13673,18216,https://images.gr-assets.com/books/1344718433m/773038.jpg,https://images.gr-assets.com/books/1344718433s/773038.jpg,639,227,555.0
1859,12543,12543,841198,28,385480016,9780385480020.0,Anne Lamott,1994.0,Bird by Bird: Some Instructions on Writing and Life,Bird by Bird: Some Instructions on Writing and Life,,4.22,55606,57364,5306,482,1700,8345,20799,26038,https://images.gr-assets.com/books/1394996112m/12543.jpg,https://images.gr-assets.com/books/1394996112s/12543.jpg,3354,3166,746.0
1865,129603,129603,874208,93,8176210773,9788176210780.0,Louise L. Hay,1984.0,You Can Heal Your Life,You Can Heal Your Life,eng,4.14,44445,48122,1252,1311,2112,7972,13689,23038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,872,286,270.0
1877,33514,33514,35832,240,205313426,9780205313430.0,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,The Elements of Style,en-US,4.19,46041,57655,2942,881,2233,9114,18026,27401,https://images.gr-assets.com/books/1393947922m/33514.jpg,https://images.gr-assets.com/books/1393947922s/33514.jpg,1274,1051,0.0
1888,12609,12609,14895,19,374525641,9780374525640.0,Anne Fadiman,1997.0,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures","The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",en-US,4.14,47785,49870,3873,619,1861,8093,18674,20623,https://images.gr-assets.com/books/1432610033m/12609.jpg,https://images.gr-assets.com/books/1432610033s/12609.jpg,2573,2385,311.0
1897,2743,2743,23673,48,1558745157,9781558745160.0,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng,4.08,46847,50258,2495,510,2068,10426,17223,20031,https://images.gr-assets.com/books/1282635105m/2743.jpg,https://images.gr-assets.com/books/1282635105s/2743.jpg,1020,977,901.0
1926,69242,69242,1472304,50,1400064287,9781400064280.0,"Chip Heath, Dan Heath",2006.0,Made to Stick: Why Some Ideas Survive and Others Die,Made to Stick: Why Some Ideas Survive and Others Die,en-US,3.97,46736,48407,1967,1247,2347,9922,18142,16749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2894,517,0.0
1967,30659,30659,31010,768,140449337,9780140449330.0,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Τὰ εἰς ἑαυτόν ,Meditations,eng,4.2,43876,55309,2613,825,2162,8561,17232,26529,https://images.gr-assets.com/books/1421618636m/30659.jpg,https://images.gr-assets.com/books/1421618636s/30659.jpg,921,254,349.0
